day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;49300;KELP;2034;6;2033;29;;;2037;29;;;;;2035.5;-153.0234375
1;49300;RAINFOREST_RESIN;9998;3;9995;29;;;10005;29;;;;;10001.5;0.0
1;49300;SQUID_INK;1834;35;;;;;1837;29;;;;;1835.5;-162.875
1;49400;KELP;2034;23;;;;;2037;23;;;;;2035.5;-155.5625
1;49400;SQUID_INK;1833;1;1832;22;;;1836;23;;;;;1834.5;-221.515625
1;49400;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
1;49500;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
1;49500;SQUID_INK;1833;25;;;;;1836;25;;;;;1834.5;-177.4453125
1;49500;KELP;2034;25;;;;;2037;25;;;;;2035.5;-163.6015625
1;49600;RAINFOREST_RESIN;9996;2;9995;28;;;10000;3;10002;9;10004;2;9998.0;0.0
1;49600;SQUID_INK;1831;30;;;;;1832;3;1834;30;;;1831.5;-310.9765625
1;49600;KELP;2034;2;2033;28;;;2035;3;2037;30;;;2034.5;-153.4453125
1;49700;KELP;2036;1;2034;27;;;2037;21;;;;;2036.5;-157.9921875
1;49700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
1;49700;SQUID_INK;1832;1;1830;27;;;1833;21;;;;;1832.5;-346.2890625
1;49800;SQUID_INK;1832;19;;;;;1835;20;;;;;1833.5;-241.09375
1;49800;KELP;2034;19;;;;;2037;20;;;;;2035.5;-159.0234375
1;49800;RAINFOREST_RESIN;9995;20;;;;;10002;7;10005;20;;;9998.5;0.0
1;49900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
1;49900;SQUID_INK;1833;5;1832;24;;;1835;24;;;;;1834.0;-232.359375
1;49900;KELP;2034;29;;;;;2037;24;;;;;2035.5;-161.0078125
1;50000;RAINFOREST_RESIN;9996;2;9995;24;;;10002;5;10004;2;10005;24;9999.0;0.0
1;50000;SQUID_INK;1830;26;;;;;1834;26;;;;;1832.0;-321.7890625
1;50000;KELP;2034;26;;;;;2037;26;;;;;2035.5;-160.5234375
1;50100;KELP;2034;24;;;;;2037;24;;;;;2035.5;-158.03125
1;50100;RAINFOREST_RESIN;10002;4;9996;2;9995;22;10004;2;10005;22;;;10003.0;0.0
1;50100;SQUID_INK;1832;24;;;;;1835;24;;;;;1833.5;-265.28125
1;50200;SQUID_INK;1832;29;;;;;1835;29;;;;;1833.5;-262.171875
1;50200;KELP;2034;29;;;;;2037;29;;;;;2035.5;-159.046875
1;50200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
1;50300;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
1;50300;SQUID_INK;1832;23;;;;;1833;4;1835;23;;;1832.5;-266.2890625
1;50300;KELP;2034;23;;;;;2036;4;2037;23;;;2035.0;-161.0078125
1;50400;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
1;50400;SQUID_INK;1831;22;;;;;1834;23;;;;;1832.5;-295.0234375
1;50400;KELP;2034;22;;;;;2037;23;;;;;2035.5;-159.453125
1;50500;KELP;2035;4;2034;28;;;2037;28;;;;;2036.0;-162.0078125
1;50500;RAINFOREST_RESIN;10000;4;9998;7;9996;1;10004;1;10005;27;;;10002.0;0.0
1;50500;SQUID_INK;1832;4;1831;28;;;1834;28;;;;;1833.0;-299.4765625
1;50600;SQUID_INK;1831;24;;;;;1832;4;1834;24;;;1831.5;-309.21875
1;50600;KELP;2034;24;;;;;2035;4;2037;24;;;2034.5;-162.5234375
1;50600;RAINFOREST_RESIN;9998;7;9996;2;9995;22;10000;5;10004;2;10005;22;9999.0;0.0
1;50700;RAINFOREST_RESIN;9998;9;9995;20;;;10005;20;;;;;10001.5;0.0
1;50700;SQUID_INK;1829;20;;;;;1833;20;;;;;1831.0;-373.2578125
1;50700;KELP;2034;20;;;;;2037;20;;;;;2035.5;-166.5859375
1;50800;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
1;50800;SQUID_INK;1830;28;;;;;1833;28;;;;;1831.5;-347.3515625
1;50800;KELP;2034;28;;;;;2037;28;;;;;2035.5;-159.546875
1;50900;KELP;2034;29;;;;;2035;5;2037;30;;;2034.5;-158.5078125
1;50900;RAINFOREST_RESIN;9998;2;9995;30;;;10000;5;10005;30;;;9999.0;0.0
1;50900;SQUID_INK;1831;29;;;;;1832;5;1834;30;;;1831.5;-315.96875
1;51000;SQUID_INK;1831;2;1830;23;;;1834;25;;;;;1832.5;-318.1953125
1;51000;KELP;2034;25;;;;;2037;25;;;;;2035.5;-158.6640625
1;51000;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
1;51100;RAINFOREST_RESIN;9995;29;;;;;10002;1;10005;29;;;9998.5;0.0
1;51100;SQUID_INK;1831;32;;;;;1834;29;;;;;1832.5;-305.46875
1;51100;KELP;2034;32;;;;;2037;29;;;;;2035.5;-159.6796875
1;51200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
1;51200;SQUID_INK;1831;30;;;;;1834;30;;;;;1832.5;-285.2109375
1;51200;KELP;2034;30;;;;;2037;30;;;;;2035.5;-162.21875
1;51300;KELP;2034;25;;;;;2037;25;;;;;2035.5;-163.2734375
1;51300;RAINFOREST_RESIN;9996;2;9995;23;;;9998;5;10002;5;10004;2;9997.0;0.0
1;51300;SQUID_INK;1830;25;;;;;1833;25;;;;;1831.5;-352.2421875
1;51400;SQUID_INK;1829;23;;;;;1831;5;1832;23;;;1830.0;-380.1953125
1;51400;KELP;2034;23;;;;;2036;5;2037;23;;;2035.0;-161.7578125
1;51400;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
1;51500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
1;51500;SQUID_INK;1829;21;;;;;1832;21;;;;;1830.5;-392.671875
1;51500;KELP;2034;21;;;;;2037;21;;;;;2035.5;-161.796875
1;51600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;5;10004;2;10005;21;9999.0;0.0
1;51600;SQUID_INK;1829;3;1828;23;;;1831;23;;;;;1830.0;-461.6953125
1;51600;KELP;2036;3;2034;23;;;2037;23;;;;;2036.5;-165.3359375
1;51700;KELP;2034;32;;;;;2037;32;;;;;2035.5;-164.84375
1;51700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
1;51700;SQUID_INK;1828;2;1827;30;;;1831;32;;;;;1829.5;-470.578125
1;51800;SQUID_INK;1828;25;;;;;1831;25;;;;;1829.5;-436.359375
1;51800;KELP;2034;25;;;;;2037;25;;;;;2035.5;-165.3359375
1;51800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
1;51900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
1;51900;SQUID_INK;1828;28;;;;;1831;28;;;;;1829.5;-434.5
1;51900;KELP;2034;28;;;;;2037;28;;;;;2035.5;-162.765625
1;52000;RAINFOREST_RESIN;9998;2;9995;21;;;10000;5;10005;21;;;9999.0;0.0
1;52000;SQUID_INK;1829;26;;;;;1830;5;1832;21;;;1829.5;-404.7109375
1;52000;KELP;2034;26;;;;;2035;5;2037;21;;;2034.5;-164.7734375
1;52100;KELP;2034;1;2033;27;;;2037;28;;;;;2035.5;-153.59375
1;52100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
1;52100;SQUID_INK;1827;28;;;;;1830;28;;;;;1828.5;-480.6171875
1;52200;SQUID_INK;1827;22;;;;;1830;23;;;;;1828.5;-478.546875
1;52200;KELP;2033;23;;;;;2034;1;2037;23;;;2033.5;-152.0859375
1;52200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
1;52300;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
1;52300;SQUID_INK;1827;30;;;;;1831;30;;;;;1829.0;-467.9375
1;52300;KELP;2033;30;;;;;2037;30;;;;;2035.0;-149.984375
1;52400;RAINFOREST_RESIN;10002;3;9996;1;9995;20;10004;1;10005;20;;;10003.0;0.0
1;52400;SQUID_INK;1834;2;1833;20;;;1835;4;1837;21;;;1834.5;-169.171875
1;52400;KELP;2034;1;2033;21;;;2035;4;2037;21;;;2034.5;-149.4609375
1;52500;KELP;2033;27;;;;;2037;27;;;;;2035.0;-146.96875
1;52500;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
1;52500;SQUID_INK;1834;27;;;;;1837;27;;;;;1835.5;-164.3515625
1;52600;SQUID_INK;1834;31;;;;;1837;31;;;;;1835.5;-152.5078125
1;52600;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
1;52600;KELP;2033;31;;;;;2037;31;;;;;2035.0;-148.96875
1;52700;SQUID_INK;1838;1;1836;25;;;1839;25;;;;;1838.5;-55.0625
1;52700;KELP;2036;1;2033;25;;;2037;25;;;;;2036.5;-148.4375
1;52700;RAINFOREST_RESIN;9996;1;9995;24;;;10002;9;10004;1;10005;24;9999.0;0.0
1;52800;SQUID_INK;1839;1;1837;28;;;1840;2;1841;26;;;1839.5;26.21875
1;52800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
1;52800;KELP;2036;1;2033;28;;;2037;28;;;;;2036.5;-147.40625
1;52900;KELP;2033;27;;;;;2037;27;;;;;2035.0;-147.390625
1;52900;RAINFOREST_RESIN;9996;1;9995;26;;;10002;3;10004;1;10005;26;9999.0;0.0
1;52900;SQUID_INK;1839;27;;;;;1842;27;;;;;1840.5;98.9609375
1;53000;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
1;53000;KELP;2033;30;;;;;2037;30;;;;;2035.0;-147.90625
1;53000;SQUID_INK;1840;1;1839;29;;;1843;30;;;;;1841.5;132.796875
1;53100;KELP;2033;23;;;;;2037;23;;;;;2035.0;-149.3203125
1;53100;SQUID_INK;1838;23;;;;;1841;23;;;;;1839.5;53.09375
1;53100;RAINFOREST_RESIN;9996;2;9995;21;;;9998;5;10004;2;10005;21;9997.0;0.0
1;53200;SQUID_INK;1839;1;1837;23;;;1841;23;;;;;1840.0;25.46875
1;53200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
1;53200;KELP;2036;1;2034;23;;;2037;23;;;;;2036.5;-161.421875
1;53300;KELP;2034;20;;;;;2037;20;;;;;2035.5;-161.9140625
1;53300;SQUID_INK;1840;20;;;;;1843;20;;;;;1841.5;136.890625
1;53300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
1;53400;RAINFOREST_RESIN;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;0.0
1;53400;KELP;2034;39;;;;;2037;32;;;;;2035.5;-167.484375
1;53400;SQUID_INK;1841;7;1840;32;;;1843;2;1844;30;;;1842.0;174.671875
1;53500;KELP;2034;25;;;;;2036;2;2037;25;;;2035.0;-166.4453125
1;53500;SQUID_INK;1840;25;;;;;1841;2;1843;25;;;1840.5;138.4765625
1;53500;RAINFOREST_RESIN;9995;25;;;;;10002;7;10005;25;;;9998.5;0.0
1;53600;SQUID_INK;1840;23;;;;;1843;23;;;;;1841.5;148.1953125
1;53600;RAINFOREST_RESIN;9998;2;9996;1;9995;22;10004;1;10005;22;;;10001.0;0.0
1;53600;KELP;2034;23;;;;;2037;23;;;;;2035.5;-169.5703125
1;53700;KELP;2034;24;;;;;2037;23;;;;;2035.5;-172.109375
1;53700;SQUID_INK;1840;24;;;;;1843;23;;;;;1841.5;158.4765625
1;53700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
1;53800;RAINFOREST_RESIN;9998;8;9995;29;;;10005;29;;;;;10001.5;0.0
1;53800;KELP;2034;29;;;;;2037;29;;;;;2035.5;-174.6484375
1;53800;SQUID_INK;1838;29;;;;;1842;29;;;;;1840.0;80.796875
1;53900;KELP;2034;26;;;;;2035;4;2037;26;;;2034.5;-176.15625
1;53900;SQUID_INK;1838;26;;;;;1839;4;1841;26;;;1838.5;56.5703125
1;53900;RAINFOREST_RESIN;9996;1;9995;25;;;10000;4;10002;8;10004;1;9998.0;0.0
1;54000;SQUID_INK;1837;29;;;;;1840;22;;;;;1838.5;-5.5078125
1;54000;RAINFOREST_RESIN;9996;1;9995;21;;;10002;1;10004;1;10005;21;9999.0;0.0
1;54000;KELP;2034;29;;;;;2037;22;;;;;2035.5;-158.3359375
1;54100;SQUID_INK;1839;4;1838;22;;;1841;22;;;;;1840.0;71.75
1;54100;KELP;2034;26;;;;;2037;22;;;;;2035.5;-162.3984375
1;54100;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
1;54200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
1;54200;KELP;2034;20;;;;;2037;21;;;;;2035.5;-162.8828125
1;54200;SQUID_INK;1839;20;;;;;1843;21;;;;;1841.0;131.1875
1;54300;SQUID_INK;1836;28;;;;;1839;28;;;;;1837.5;-47.9296875
1;54300;KELP;2034;28;;;;;2037;28;;;;;2035.5;-163.3515625
1;54300;RAINFOREST_RESIN;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;0.0
1;54400;SQUID_INK;1836;22;;;;;1839;22;;;;;1837.5;-62.8203125
1;54400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
1;54400;KELP;2034;22;;;;;2037;22;;;;;2035.5;-161.359375
1;54500;SQUID_INK;1835;29;;;;;1838;29;;;;;1836.5;-88.171875
1;54500;KELP;2034;29;;;;;2037;29;;;;;2035.5;-165.4140625
1;54500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;0.0
1;54600;RAINFOREST_RESIN;10002;2;9996;1;9995;29;10004;1;10005;29;;;10003.0;0.0
1;54600;KELP;2034;30;;;;;2037;30;;;;;2035.5;-161.875
1;54600;SQUID_INK;1836;30;;;;;1839;30;;;;;1837.5;-59.4296875
1;54700;SQUID_INK;1839;23;;;;;1842;23;;;;;1840.5;92.859375
1;54700;KELP;2034;23;;;;;2037;23;;;;;2035.5;-161.3828125
1;54700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
1;54800;SQUID_INK;1840;32;;;;;1843;25;;;;;1841.5;156.9453125
1;54800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
1;54800;KELP;2034;32;;;;;2037;25;;;;;2035.5;-160.859375
1;54900;SQUID_INK;1839;24;;;;;1841;1;1842;24;;;1840.0;112.2265625
1;54900;KELP;2034;24;;;;;2036;1;2037;24;;;2035.0;-165.9453125
1;54900;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
1;55000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
1;55000;KELP;2034;22;;;;;2036;7;2037;22;;;2035.0;-165.40625
1;55000;SQUID_INK;1839;22;;;;;1841;7;1842;22;;;1840.0;93.046875
1;55100;SQUID_INK;1839;26;;;;;1842;26;;;;;1840.5;98.109375
1;55100;KELP;2034;26;;;;;2037;26;;;;;2035.5;-162.375
1;55100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
1;55200;KELP;2034;25;;;;;2037;26;;;;;2035.5;-162.8828125
1;55200;SQUID_INK;1837;25;;;;;1841;26;;;;;1839.0;32.4921875
1;55200;RAINFOREST_RESIN;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;0.0
1;55300;SQUID_INK;1836;22;;;;;1838;3;1839;22;;;1837.0;-47.53125
1;55300;RAINFOREST_RESIN;9995;22;;;;;10002;5;10005;22;;;9998.5;0.0
1;55300;KELP;2034;22;;;;;2036;3;2037;22;;;2035.0;-162.3828125
1;55400;RAINFOREST_RESIN;9998;7;9996;1;9995;27;10004;1;10005;27;;;10001.0;0.0
1;55400;KELP;2034;33;;;;;2037;28;;;;;2035.5;-158.828125
1;55400;SQUID_INK;1837;5;1836;28;;;1839;28;;;;;1838.0;-34.9609375
1;55500;KELP;2034;24;;;;;2036;2;2037;24;;;2035.0;-158.421875
1;55500;SQUID_INK;1840;24;;;;;1842;2;1843;24;;;1841.0;169.1015625
1;55500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
1;55600;KELP;2034;23;;;;;2037;23;;;;;2035.5;-158.4140625
1;55600;SQUID_INK;1840;23;;;;;1844;23;;;;;1842.0;173.7578125
1;55600;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;0.0
1;55700;SQUID_INK;1840;22;;;;;1843;22;;;;;1841.5;136.078125
1;55700;RAINFOREST_RESIN;9996;1;9995;21;;;10002;7;10004;1;10005;21;9999.0;0.0
1;55700;KELP;2034;22;;;;;2037;22;;;;;2035.5;-156.40625
1;55800;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
1;55800;KELP;2034;9;2033;25;;;2037;26;;;;;2035.5;-153.3828125
1;55800;SQUID_INK;1839;34;;;;;1842;26;;;;;1840.5;110.671875
1;55900;KELP;2035;4;2034;20;;;2037;20;;;;;2036.0;-155.3984375
1;55900;SQUID_INK;1840;4;1839;20;;;1842;20;;;;;1841.0;108.8203125
1;55900;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
1;56000;KELP;2035;2;2034;25;;;2036;7;2037;25;;;2035.5;-155.40625
1;56000;SQUID_INK;1837;2;1836;25;;;1838;7;1839;1;1840;24;1837.5;-25.0
1;56000;RAINFOREST_RESIN;10000;2;9996;1;9995;24;10002;6;10004;1;10005;24;10001.0;0.0
1;56100;SQUID_INK;1837;28;;;;;1840;28;;;;;1838.5;-6.5859375
1;56100;RAINFOREST_RESIN;9996;1;9995;27;;;9998;1;10002;3;10004;1;9997.0;0.0
1;56100;KELP;2034;1;2033;27;;;2037;28;;;;;2035.5;-152.890625
1;56200;RAINFOREST_RESIN;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;0.0
1;56200;KELP;2034;31;;;;;2035;4;2037;31;;;2034.5;-158.4609375
1;56200;SQUID_INK;1834;31;;;;;1835;4;1837;31;;;1834.5;-131.0234375
1;56300;KELP;2034;28;;;;;2037;28;;;;;2035.5;-160.46875
1;56300;SQUID_INK;1835;28;;;;;1838;28;;;;;1836.5;-99.1953125
1;56300;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;0.0
1;56400;KELP;2034;2;2033;27;;;2037;29;;;;;2035.5;-153.890625
1;56400;SQUID_INK;1835;29;;;;;1838;29;;;;;1836.5;-93.8125
1;56400;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
1;56500;SQUID_INK;1836;21;;;;;1839;21;;;;;1837.5;-32.2578125
1;56500;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;0.0
1;56500;KELP;2034;21;;;;;2037;21;;;;;2035.5;-155.8984375
1;56600;RAINFOREST_RESIN;9996;2;9995;28;;;10002;2;10004;2;10005;28;9999.0;0.0
1;56600;KELP;2034;30;;;;;2036;3;2037;30;;;2035.0;-155.3671875
1;56600;SQUID_INK;1839;30;;;;;1840;3;1842;30;;;1839.5;83.328125
1;56700;KELP;2033;27;;;;;2034;2;2037;27;;;2033.5;-149.1171875
1;56700;SQUID_INK;1841;25;;;;;1844;27;;;;;1842.5;194.5546875
1;56700;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;0.0
1;56800;KELP;2034;8;2033;23;;;2037;23;;;;;2035.5;-151.0703125
1;56800;SQUID_INK;1841;31;;;;;1844;23;;;;;1842.5;190.375
1;56800;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
1;56900;SQUID_INK;1842;21;;;;;1845;21;;;;;1843.5;268.0234375
1;56900;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
1;56900;KELP;2034;1;2033;20;;;2037;21;;;;;2035.5;-151.0625
1;57000;RAINFOREST_RESIN;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;0.0
1;57000;KELP;2034;2;2033;20;;;2037;22;;;;;2035.5;-150.0625
1;57000;SQUID_INK;1843;22;;;;;1846;22;;;;;1844.5;293.8125
1;57100;KELP;2036;1;2033;24;;;2037;24;;;;;2036.5;-150.0703125
1;57100;SQUID_INK;1846;1;1844;24;;;1848;24;;;;;1847.0;381.6796875
1;57100;RAINFOREST_RESIN;9998;6;9995;24;;;10005;24;;;;;10001.5;0.0
1;57200;KELP;2034;1;2033;25;;;2037;26;;;;;2035.5;-153.109375
1;57200;SQUID_INK;1847;26;;;;;1850;26;;;;;1848.5;483.5078125
1;57200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;0.0
1;57300;SQUID_INK;1847;31;;;;;1849;1;1850;31;;;1848.0;501.328125
1;57300;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
1;57300;KELP;2034;1;2033;30;;;2035;1;2037;31;;;2034.5;-152.578125
1;57400;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
1;57400;KELP;2034;1;2033;27;;;2037;28;;;;;2035.5;-153.1015625
1;57400;SQUID_INK;1846;28;;;;;1849;28;;;;;1847.5;446.265625
1;57500;KELP;2034;2;2033;21;;;2037;21;;;;;2035.5;-151.578125
1;57500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
1;57500;SQUID_INK;1844;2;1843;21;;;1847;21;;;;;1845.5;322.84375
1;57600;KELP;2035;5;2034;2;2033;20;2037;22;;;;;2036.0;-150.546875
1;57600;SQUID_INK;1843;5;1841;22;;;1845;22;;;;;1844.0;228.546875
1;57600;RAINFOREST_RESIN;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;0.0
1;57700;RAINFOREST_RESIN;9998;2;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
1;57700;SQUID_INK;1839;22;;;;;1842;22;;;;;1840.5;121.0703125
1;57700;KELP;2034;1;2033;21;;;2037;22;;;;;2035.5;-150.6015625
1;57800;RAINFOREST_RESIN;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;0.0
1;57800;KELP;2034;9;2033;26;;;2037;28;;;;;2035.5;-150.59375
1;57800;SQUID_INK;1840;35;;;;;1843;28;;;;;1841.5;150.890625
1;57900;KELP;2033;28;;;;;2034;5;2037;28;;;2033.5;-149.5546875
1;57900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
1;57900;SQUID_INK;1840;23;;;;;1843;28;;;;;1841.5;154.796875
1;58000;KELP;2033;28;;;;;2037;28;;;;;2035.0;-149.046875
1;58000;SQUID_INK;1840;28;;;;;1843;28;;;;;1841.5;152.890625
1;58000;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;0.0
1;58100;RAINFOREST_RESIN;9998;7;9995;20;;;10005;20;;;;;10001.5;0.0
1;58100;SQUID_INK;1837;20;;;;;1841;20;;;;;1839.0;28.296875
1;58100;KELP;2033;20;;;;;2037;20;;;;;2035.0;-148.0078125
1;58200;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
1;58200;KELP;2033;29;;;;;2037;29;;;;;2035.0;-148.0390625
1;58200;SQUID_INK;1837;29;;;;;1840;29;;;;;1838.5;11.125
1;58300;KELP;2033;30;;;;;2037;30;;;;;2035.0;-149.0390625
1;58300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
1;58300;SQUID_INK;1836;30;;;;;1840;30;;;;;1838.0;-22.4375
1;58400;KELP;2033;25;;;;;2037;25;;;;;2035.0;-145.9609375
1;58400;SQUID_INK;1837;25;;;;;1840;25;;;;;1838.5;11.2421875
1;58400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
1;58500;RAINFOREST_RESIN;9998;3;9996;2;9995;20;10004;2;10005;20;;;10001.0;0.0
1;58500;SQUID_INK;1841;22;;;;;1843;2;1844;22;;;1842.0;212.1953125
1;58500;KELP;2033;22;;;;;2035;2;2037;22;;;2034.0;-144.4453125
1;58600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
1;58600;SQUID_INK;1840;23;;;;;1843;23;;;;;1841.5;140.0703125
1;58600;KELP;2033;23;;;;;2037;23;;;;;2035.0;-145.96875
1;58700;KELP;2033;30;;;;;2035;4;2037;30;;;2034.0;-146.4765625
1;58700;RAINFOREST_RESIN;9996;1;9995;29;;;9998;1;10000;4;10004;1;9997.0;0.0
1;58700;SQUID_INK;1838;1;1837;29;;;1839;4;1841;30;;;1838.5;30.421875
1;58800;SQUID_INK;1837;31;;;;;1839;5;1840;1;1841;30;1838.0;24.8359375
1;58800;KELP;2034;1;2033;30;;;2035;5;2037;31;;;2034.5;-152.078125
1;58800;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
1;58900;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
1;58900;SQUID_INK;1841;1;1839;25;;;1842;25;;;;;1841.5;111.640625
1;58900;KELP;2036;1;2034;2;2033;23;2037;25;;;;;2036.5;-154.578125
1;59000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
1;59000;SQUID_INK;1839;24;;;;;1842;24;;;;;1840.5;122.09375
1;59000;KELP;2034;1;2033;23;;;2037;24;;;;;2035.5;-151.5234375
1;59100;KELP;2034;1;2033;20;;;2037;21;;;;;2035.5;-151.546875
1;59100;RAINFOREST_RESIN;9998;7;9996;1;9995;20;10004;1;10005;20;;;10001.0;0.0
1;59100;SQUID_INK;1840;21;;;;;1843;21;;;;;1841.5;144.03125
1;59200;SQUID_INK;1842;10;1840;33;;;1843;25;;;;;1842.5;163.1953125
1;59200;KELP;2036;10;2034;33;;;2037;25;;;;;2036.5;-156.59375
1;59200;RAINFOREST_RESIN;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;0.0
1;59300;RAINFOREST_RESIN;9998;5;9995;22;;;10005;22;;;;;10001.5;0.0
1;59300;SQUID_INK;1841;22;;;;;1844;22;;;;;1842.5;184.984375
1;59300;KELP;2034;22;;;;;2037;22;;;;;2035.5;-157.0703125
1;59400;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;0.0
1;59400;SQUID_INK;1842;23;;;;;1845;23;;;;;1843.5;247.296875
1;59400;KELP;2033;23;;;;;2037;23;;;;;2035.0;-155.0234375
1;59500;KELP;2034;2;2033;22;;;2037;24;;;;;2035.5;-153.4140625
1;59500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
1;59500;SQUID_INK;1841;24;;;;;1844;24;;;;;1842.5;194.7734375
1;59600;KELP;2034;1;2033;24;;;2037;25;;;;;2035.5;-154.96875
